1 > src/encoder.c:2081
4 = src/encoder.c:1083
3 = src/encoder.c:1083
8 = src/encoder.c:751
8 = src/encoder.c:755
10 = src/encoder.c:503
11 = src/encoder.c:569
4 = src/queue.c:91
8 = src/encoder.c:757
7 = src/encoder.c:751
4 = src/queue.c:93
4 = src/queue.c:94
4 = src/queue.c:95
8 = src/encoder.c:758
8 = src/encoder.c:759
8 = src/encoder.c:760
8 = src/encoder.c:761
8 = src/encoder.c:762
8 = src/encoder.c:763
8 = src/encoder.c:764
8 = src/encoder.c:765
8 = src/encoder.c:766
8 = src/encoder.c:767
8 = src/encoder.c:768
8 = src/encoder.c:769
8 = src/encoder.c:770
8 = src/encoder.c:771
8 = src/encoder.c:772
8 = src/encoder.c:773
4 = src/queue.c:96
4 = src/queue.c:99
4 = src/queue.c:100
